source,title,organization,application_start,application_end,progress_start,progress_end,apply,link,instructor,phone,tuition,teaching_method,capacity,place,situation,support
부산평생교육정보망,부산과학기술대학교와 함께하는 커피바리스타 직무체험,북구평생학습관,2024-09-06,2024-09-13,2024-09-25,2024-11-07,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2464,,,무료,Offline (오프라인),20,부산과학기술대학교 청우관 103호,접수마감,수강료 미지원
부산평생교육정보망,[곰방공방] 터프팅 클래스 (주간),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-25,2024-11-06,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7041&lectureCode=20240814QJIG4533&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,,접수마감,수강료 미지원
부산평생교육정보망,[은모루] 퇴근후 취미는 실버쥬얼리 - 시리즈 디자인,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-25,2024-11-06,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7075&lectureCode=20240816RAGN7395&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,입맛을 살리는 밑반찬 요리,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-25,2024-10-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7098&lectureCode=20240828QUMC1322&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,김명진,051-605-6382,무료,Offline (오프라인),12,조리실,접수마감,수강료 미지원
부산평생교육정보망,[길소의부엌] 퇴근후 집에서 만들어 먹는 한그릇집밥,부산진구평생학습관,2024-08-23,2024-08-23,2024-09-25,2024-10-23,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7033&lectureCode=20240814RBBL2249&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[곰방공방] 터프팅 클래스 (주간),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-25,2024-10-23,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7041&lectureCode=20240814QJIG4533&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,,접수마감,수강료 미지원
부산평생교육정보망,[퓨어공방] 스칸디아모스와 가을을 담다(주간),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-25,2024-10-16,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7054&lectureCode=20240816MIJI6779&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,(9/25) 더 매력적인 나를 위한 퍼스널 컬러 진단 및 코칭,북구평생학습관,2024-08-14,2024-09-17,2024-09-25,2024-09-25,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2442,,,무료,Offline (오프라인),12,만덕도서관 회의실,접수마감,수강료 미지원
부산평생교육정보망,"아름다운 글꽃, 캘리그라피 3급 자격과정",부산진구평생학습관,2024-09-05,2024-09-11,2024-09-24,2024-12-17,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7108&lectureCode=20240828KXHD4050&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,김근아,051-605-6382,무료,Offline (오프라인),25,강의실3,접수마감,수강료 미지원
부산평생교육정보망,(국가공인) 직업상담사 2급 자격증 대비반,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-24,2024-12-17,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7097&lectureCode=20240828RZPR3682&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,정미금,051-605-6382,무료,Offline (오프라인),20,강의실4,접수마감,수강료 미지원
부산평생교육정보망,"함께 나누는 인문학, '시낭송의 재발견'",부산진구평생학습관,2024-09-05,2024-09-11,2024-09-24,2024-12-10,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7096&lectureCode=20240828FXED9602&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,조성미,051-605-6382,무료,Offline (오프라인),25,강의실2,접수마감,수강료 미지원
부산평생교육정보망,놀이수학지도사 2급 자격과정,사하구평생학습관,2024-08-22,2024-09-10,2024-09-24,2024-12-03,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5671,최금봉,051-220-5546~8,무료,Offline (오프라인),20,사하구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,"[퀼트마인] 퀼트와 함께하는 가을, 겨울 그리고 크리스마스",부산진구평생학습관,2024-08-23,2024-09-02,2024-09-24,2024-11-26,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7061&lectureCode=20240816QZAU8021&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,놀이수학지도사 2급 자격과정,사하구평생학습관,2024-08-22,2024-09-17,2024-09-24,2024-11-26,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5671,최금봉,051-220-5546~8,무료,Offline (오프라인),20,사하구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[소연아트랩] 선긋기 기초부터 배우는 붓펜캘리그라피,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-24,2024-11-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7006&lectureCode=20240814RAZJ0346&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,커피지도사 2급 자격증 과정[일반강좌],수영구평생학습관,2024-08-29,2024-09-06,2024-09-24,2024-11-12,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272686,송보금,051-610-4872,무료,Offline (오프라인),12,패밀리커피아카데미,접수마감,수강료 미지원
부산평생교육정보망,[헤르테세라믹] 유니크한 주방템 만들기(오전),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-24,2024-10-29,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7049&lectureCode=20240816USGV9641&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[곰방공방] 터프팅 클래스 (야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-24,2024-10-29,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7040&lectureCode=20240814JWNT0571&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[윤슬공방] 한복을 기초로한 의상 만들기(고급반),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-24,2024-10-22,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6990&lectureCode=20240814TOGE5596&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[곰방공방] 터프팅 클래스 (야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-24,2024-10-08,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7040&lectureCode=20240814JWNT0571&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,동화풍 수채일러스트[일반강좌],수영구평생학습관,2024-08-29,2024-09-06,2024-09-23,2024-12-09,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271954,황상윤,051-610-4872,무료,Offline (오프라인),20,학습관 6강의실,접수마감,수강료 미지원
부산평생교육정보망,"백세인생, 항노화스포츠",부산진구평생학습관,2024-09-05,2024-09-11,2024-09-23,2024-12-09,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7087&lectureCode=20240828MHCI2075&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,박우만,051-605-6382,무료,Offline (오프라인),15,다목적홀,접수마감,수강료 미지원
부산평생교육정보망,"일상 속 힐링, 아크릴화",부산진구평생학습관,2024-09-05,2024-09-11,2024-09-23,2024-12-09,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7107&lectureCode=20240828XKRR6112&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,이은정,051-605-6382,무료,Offline (오프라인),20,강의실3,접수마감,수강료 미지원
부산평생교육정보망,젊어지는 나의 첫 영어,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-23,2024-12-09,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7093&lectureCode=20240828SWCT3065&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,지승희,051-605-6382,무료,Offline (오프라인),25,강의실4,접수마감,수강료 미지원
부산평생교육정보망,가이드없이 척척! 떠나는 여행 영어,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-23,2024-12-09,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7095&lectureCode=20240828HSBO7270&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,지승희,051-605-6382,무료,Offline (오프라인),25,강의실2,접수마감,수강료 미지원
부산평생교육정보망,꼬리에 꼬리를 무는 역사이야기,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-23,2024-12-09,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7094&lectureCode=20240828EWNH7155&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,박승기,051-605-6382,무료,Offline (오프라인),25,강의실2,접수마감,수강료 미지원
부산평생교육정보망,부수로 보는 한자,부산진구평생학습관,2024-09-05,2024-09-11,2024-09-23,2024-11-25,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7092&lectureCode=20240828ECDW5934&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,덕우회,051-605-6382,무료,Offline (오프라인),25,강의실2,접수마감,수강료 미지원
부산평생교육정보망,[소연아트랩] 악필교정 캘리그라피 3급 자격증반,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-23,2024-11-25,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7007&lectureCode=20240814RYEK4156&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[침선공예연구회] 내손으로 척척 일상복 만들기,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-23,2024-11-11,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7021&lectureCode=20240814WEGX5202&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,조경기능사(실기_도면)[일반강좌],수영구평생학습관,2024-08-29,2024-09-06,2024-09-23,2024-11-05,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272688,정은주,051-610-4872,무료,Offline (오프라인),8,"3강의실, 6강의실",접수마감,수강료 미지원
부산평생교육정보망,바디 플로우 요가[일반강좌],수영구평생학습관,2024-08-29,2024-09-06,2024-09-23,2024-11-04,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272674,이서윤,051-610-4872,무료,Offline (오프라인),16,학습관 2강의실,접수마감,수강료 미지원
부산평생교육정보망,"지금, 여기 사하林 [산림치유 프로그램]",사하구평생학습관,2024-08-22,2024-09-16,2024-09-23,2024-10-28,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5674,김영정외,051-220-5546~8,무료,Offline (오프라인),15,"사하구평생학습관, 승학산 치유의 숲",접수마감,수강료 미지원
부산평생교육정보망,[푸어푸어공방] 왁스카빙 은제품 만들기(심화),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-23,2024-10-28,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7058&lectureCode=20240816AQIN6639&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,알아두면 유용한 생활 속 법률상식,해운대구 평생학습관,2024-08-12,2024-08-13,2024-09-23,2024-10-21,온라인,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024080108,임승현,051-749-5635,무료,Offline (오프라인),25,해운대구 평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[헤르테세라믹] 유니크한 주방템 만들기(오전),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-23,2024-10-21,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7049&lectureCode=20240816USGV9641&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[헤르테세라믹] 유니크한 주방템 만들기(저녁),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-23,2024-10-21,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7083&lectureCode=20240823VGML0074&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[은모루] 레터링 반지 만들기,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-22,2024-10-06,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7073&lectureCode=20240816SCMB2679&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,아동인권교육 전문가 2급 과정[일반강좌],수영구평생학습관,2024-08-29,2024-09-06,2024-09-21,2024-10-26,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=272691,김기훈,051-610-4872,무료,Offline (오프라인),20,학습관 5강의실,접수마감,수강료 미지원
부산평생교육정보망,[곰방공방] 터프팅 클래스 (주말),부산진구평생학습관,2024-08-23,2024-09-02,2024-09-21,2024-10-19,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7039&lectureCode=20240814WUIH7239&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[장애인식개선교육] (9/21) 시각장애 공감하기(자녀+보호자),북구평생학습관,2024-09-02,2024-09-19,2024-09-21,2024-09-21,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2456,,,무료,Offline (오프라인),6,만덕도서관 3층 강좌실,접수마감,수강료 미지원
부산평생교육정보망,(9/21) 가족이 함께 떠나는 숲체험 & 놀이 - 숲속에서 만나는 동화나라,북구평생학습관,2024-08-14,2024-09-13,2024-09-21,2024-09-21,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2448,,,무료,Offline (오프라인),10,야외수업(화명생태공원),접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] 내가 만드는 봉래산 둘레길 테라리움,영도구평생학습관,2024-08-26,2024-09-08,2024-09-21,2024-09-21,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2877,나미란,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[휴먼라이브러리 사람초대석] (9/21) 루나파크 홍인혜 작가와의 만남,북구평생학습관,2024-08-30,2024-09-19,2024-09-21,2024-09-21,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2459,,051-309-4164,무료,Offline (오프라인),50,만덕도서관 3층 다목적실,접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] 천연 폼 클렌져,영도구평생학습관,2024-08-26,2024-09-06,2024-09-21,2024-09-21,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2879,한유연,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[토요일 클래스] 가을 옷 입은 모루인형(2개),영도구평생학습관,2024-08-26,2024-09-08,2024-09-21,2024-09-21,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2878,김지연,051-419-4515,무료,Offline (오프라인),10,영도구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[원북3색특강청소년]'열다섯에 곰이라니' 자기 자신 알고 바로 보는 법,영도구평생학습관,2024-08-22,2024-09-18,2024-09-21,2024-09-21,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2888,,051-419-4836,무료,Offline (오프라인),15,도서관 지하1층 지혜+강의실,접수마감,수강료 미지원
부산평생교육정보망,버블 앤 벌룬쇼 ？환상의 B.B.쇼？,영도구평생학습관,2024-09-03,2024-09-19,2024-09-21,2024-09-21,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2872,,051-419-4835,무료,Offline (오프라인),100,영도어울림문화공원 학여울마당(야외공연장),접수마감,수강료 미지원
부산평생교육정보망,시니어 모델 양성과정 *시니어(50~65세) 우선 선발*,사하구평생학습관,2024-08-22,2024-09-13,2024-09-20,2024-12-06,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5661,"김희연,김효선",051-220-5546~8,무료,Offline (오프라인),20,사하구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[퀼트마인] 레드웍 들꽃자수를 수놓은 가을 소품,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-20,2024-11-22,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7062&lectureCode=20240816QNAY9921&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,풀잎작은도서관 〈MBTI로 알아보는 나만의 향수 만들기〉,영도구평생학습관,2024-09-03,2024-09-18,2024-09-20,2024-09-20,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2895,,051-419-4831,무료,Offline (오프라인),10,풀잎작은도서관(영선2동 행정복지센터 3층),접수마감,수강료 미지원
부산평생교육정보망,9월 폴짝폴짝 체험형 동화구연(9.20.) A반,영도구평생학습관,2024-09-10,2024-09-19,2024-09-20,2024-09-20,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2917,,051-419-4834,무료,Offline (오프라인),7,영도도서관 지하1층 폴짝폴짝,접수마감,수강료 미지원
부산평생교육정보망,9월 폴짝폴짝 체험형 동화구연(9.20.) B반,영도구평생학습관,2024-09-10,2024-09-19,2024-09-20,2024-09-20,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2918,,051-419-4834,무료,Offline (오프라인),7,영도도서관 지하1층 폴짝폴짝,접수마감,수강료 미지원
부산평생교육정보망,장애인 비장애인이 함께하는 스마트폰 인물사진 작가교실,사하구평생학습관,2024-08-22,2024-09-12,2024-09-19,2024-12-12,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5662,박혜윤,051-220-5546~8,무료,Offline (오프라인),20,사하구평생학습관,접수마감,수강료 미지원
부산평생교육정보망,[이쌤캘리아트] 예쁜글씨와 동화가 있는 초등캘리그라피,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-14,2024-10-05,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7067&lectureCode=20240816FAAK9108&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[가족] 추석맞이! 캐릭터 송편 만들기,사하구평생학습관,2024-08-22,2024-09-07,2024-09-14,2024-09-14,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5651,"이정겸,강연우",051-220-5546~8,무료,Offline (오프라인),20,음식나라제과제빵학원,접수마감,수강료 미지원
부산평생교육정보망,[원북3색특강아동]'나를 찾아줘!' 생명의 소중함과 문제 해결 방법 생각하기,영도구평생학습관,2024-08-22,2024-09-11,2024-09-14,2024-09-14,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2889,,--,무료,Offline (오프라인),10,,접수마감,수강료 미지원
부산평생교육정보망,9월 토요스토리텔링,영도구평생학습관,2024-09-03,2024-09-14,2024-09-14,2024-09-14,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2890,,051-419-4839,무료,Offline (오프라인),10,영도도서관 1층 어린이자료실,접수마감,수강료 미지원
부산평생교육정보망,？자개 책갈피 만들기？,영도구평생학습관,2024-08-20,2024-09-01,2024-09-14,2024-09-14,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2868,,051-419-4835,무료,Offline (오프라인),20,영도도서관 1층 로비,접수마감,수강료 미지원
부산평생교육정보망,[곰방공방] 터프팅 거울만들기,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-14,2024-09-14,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7086&lectureCode=20240823IWSE3416&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,젊어지는 나의 첫 영어,북구평생학습관,2024-08-14,2024-09-05,2024-09-13,2024-11-29,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2429,,,무료,Offline (오프라인),20,만덕도서관 강좌실,접수마감,수강료 미지원
부산평생교육정보망,[퀼트마인] 레드웍 들꽃자수를 수놓은 가을 소품,부산진구평생학습관,2024-08-23,2024-09-02,2024-09-13,2024-11-22,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7062&lectureCode=20240816QNAY9921&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,좋아요를 부르는 인스타그램 사용법[일반강좌],수영구평생학습관,2024-08-28,2024-09-06,2024-09-13,2024-11-22,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271950,이준욱,051-610-4872,무료,Offline (오프라인),12,학습관3강의실,접수마감,수강료 미지원
부산평생교육정보망,[우리동네 인문학 교실] 동화 읽는 어른들(일반 성인),북구평생학습관,2024-08-05,2024-09-06,2024-09-13,2024-11-01,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2417,,,무료,Offline (오프라인),10,북구다문화가족지원센터(공동육아나눔터 화정점),접수마감,수강료 미지원
부산평생교육정보망,9월 폴짝폴짝 체험형 동화구연(9.13.) B반,영도구평생학습관,2024-09-03,2024-09-12,2024-09-13,2024-09-13,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2893,,051-419-4834,무료,Offline (오프라인),7,영도도서관 지하1층 폴짝폴짝,접수마감,수강료 미지원
부산평생교육정보망,9월 폴짝폴짝 체험형 동화구연(9.13.) A반,영도구평생학습관,2024-09-03,2024-09-12,2024-09-13,2024-09-13,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2892,,051-419-4834,무료,Offline (오프라인),7,영도도서관 지하1층 폴짝폴짝,접수마감,수강료 미지원
부산평생교육정보망,알면 알수록 빠져드는 색연필화[일반강좌],수영구평생학습관,2024-08-29,2024-09-06,2024-09-12,2024-12-05,온라인,http://www.suyeong.go.kr/reserve/board/view.suyeong?boardId=BBS_0000152&startPage=1&menuCd=DOM_000001801002000000&dataSid=271959,유명희,051-610-4872,무료,Offline (오프라인),19,학습관 5강의실,접수마감,수강료 미지원
부산평생교육정보망,[평생학습센터] 하와이 훌라댄스,중구평생학습관,2024-09-02,2024-09-04,2024-09-12,2024-12-05,온라인,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=237572,심은주,051-600-4165,무료,Offline (오프라인),10,그린그린센터,접수마감,수강료 미지원
