강좌명,학습기관,학습기간,접수기간,강사명,수강료,교육방법,교육대상,교육주기,교육정원,교육장소,교육문의전화,접수방법,직업능력개발_훈련비지원,교육공고_링크,조회수
[푸어푸어공방] 집에서도 할수있는 은세공 만들기,부산진구평생학습관,2024.09.11 ~ 2024.11.06,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7059&lectureCode=20240816PYMU6918&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[은모루] 퇴근후 취미는 실버쥬얼리 - 시리즈 디자인(야간),부산진구평생학습관,2024.09.11 ~ 2024.10.30,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7075&lectureCode=20240816RAGN7395&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[모모라미스튜디오] 왕초보 나이프화 - 꽃,부산진구평생학습관,2024.09.11 ~ 2024.10.02,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7030&lectureCode=20240814EQEW9137&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
테스트11,서구평생학습관,2024.09.11 ~ 2024.09.20,2024.09.06 ~ 2024.09.12,,무료,,노인,,10,테스트,051-240-4045,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1648&menuCd=DOM_000000703001004000,0
[위드아이센터] 스탠드형 버블풍선 만들기,부산진구평생학습관,2024.09.11 ~ 2024.09.11,2024.08.23 ~ 2024.09.02,,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7000&lectureCode=20240814BKOQ3753&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
"[헤르테세라믹] 도자기에 그리는, 청화 작업으로 완성하는 홈카페",부산진구평생학습관,2024.09.11 ~ 2024.09.11,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7043&lectureCode=20240814ZTAW7228&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[위드아이센터] 스탠드형 버블풍선 만들기(야간),부산진구평생학습관,2024.09.11 ~ 2024.09.11,2024.08.23 ~ 2024.09.02,,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7000&lectureCode=20240814BKOQ3753&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
9월 11일 들락날락 유아과학교실 &lt;알고 보면 멋진 거미&gt; 단체,영도구평생학습관,2024.09.11 ~ 2024.09.11,2024.08.13 ~ 2024.09.01,,무료,Offline (오프라인),기타,,1,지하1층 지혜+(강의실),051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2854,0
미디어강사양성과정,해운대구 평생학습관,2024.09.10 ~ 2024.12.03,2024.05.31 ~ 2024.06.09,임혜정,무료,Offline (오프라인),일반성인,"주 1회, 총 12차시(24시간)",12,부산여성회 해운대지부,051-749-5635,온라인접수,수강료 미지원,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024050069,0
[모모라미스튜디오] 일레븐데이 클래스 (주간),부산진구평생학습관,2024.09.10 ~ 2024.11.26,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,6,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7032&lectureCode=20240814HLJK1876&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[하반기 평생학습관] 시니어 - 색연필그리기,영도구평생학습관,2024.09.10 ~ 2024.11.19,2024.08.12 ~ 2024.08.23,강혜린,무료,Offline (오프라인),기타,,15,"영도구 평생학습관(와치로 259, 놀이마루)",051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2845,0
[소연아트랩] 선긋기 기초부터 배우는 붓펜캘리그라피,부산진구평생학습관,2024.09.10 ~ 2024.11.19,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7006&lectureCode=20240814RAZJ0346&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[우리동네 인문학 교실] 명작 속으로 떠나는 마음여행-속마음을 들킨 예술가들,북구평생학습관,2024.09.10 ~ 2024.11.12,2024.08.05 ~ 2024.09.03,,무료,Offline (오프라인),일반성인,화,20,북구육아종합지원센터,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2415,0
[소연아트랩] 플러스펜으로 마법의 수채화 그림그리기,부산진구평생학습관,2024.09.10 ~ 2024.11.05,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7005&lectureCode=20240814UKMG5650&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[모모라미스튜디오] 8주로 작가그림 도전하기(주간),부산진구평생학습관,2024.09.10 ~ 2024.11.05,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,6,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7032&lectureCode=20240814HLJK1876&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[이쌤캘리아트] 수채화와 예쁜 손글씨 붓펜 캘리그라피,부산진구평생학습관,2024.09.10 ~ 2024.11.05,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7068&lectureCode=20240816ASLS0906&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
인문학 하브루타: 삶의 지혜를 발견하는 그림책,영도구평생학습관,2024.09.10 ~ 2024.11.05,2024.08.13 ~ 2024.09.01,,무료,Offline (오프라인),기타,,15,지하1층 지혜+(강의실),051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2840,0
[길소의부엌] 하루한끼 든든하게 집밥,부산진구평생학습관,2024.09.10 ~ 2024.10.29,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7080&lectureCode=20240823MNFR9467&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[위드아이센터] 내 손으로 만드는 실용적인 뜨개 소품,부산진구평생학습관,2024.09.10 ~ 2024.10.22,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7002&lectureCode=20240814VBOG5788&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[BLESS 4U] (9/10) 다육식물로 꾸미는 <플랜테리어 분경>,북구평생학습관,2024.09.10 ~ 2024.09.10,2024.08.20 ~ 2024.09.06,,15000원,Offline (오프라인),일반성인,화,10,만덕도서관 3층 회의실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2454,0
"[원북3색특강성인] '세탁비는 이야기로 받습니다, 산복빨래방' 우리동네 산복도로 이야기",영도구평생학습관,2024.09.10 ~ 2024.09.10,2024.08.22 ~ 2024.09.06,,무료,Offline (오프라인),기타,,5,,051-419-4836,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2887,0
어울림마당작은서관 &lt;백드롭페인팅&gt;,영도구평생학습관,2024.09.10 ~ 2024.09.10,2024.08.20 ~ 2024.09.05,,무료,Offline (오프라인),기타,,6,어울림마당작은도서관(청학2동 어울림마당),051-419-4831,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2875,0
[소연아트랩] 악필교정 캘리그라피 3급 자격증반,부산진구평생학습관,2024.09.09 ~ 2024.12.02,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7007&lectureCode=20240814RYEK4156&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[푸어푸어공방] 왁스카빙 은제품 만들기,부산진구평생학습관,2024.09.09 ~ 2024.11.11,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7058&lectureCode=20240816AQIN6639&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[길소의부엌] 계절담은 홈메이드 퓨전떡,부산진구평생학습관,2024.09.09 ~ 2024.10.28,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,7,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7038&lectureCode=20240814GJHU8868&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
들락날락 영어랑 놀자-유치부,영도구평생학습관,2024.09.08 ~ 2024.12.22,2024.08.14 ~ 2024.09.01,,무료,Offline (오프라인),기타,,12,지하1층 지혜+(강의실),051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2862,0
AI 기반형 어린이 영어교육프로그램 '로키토키',영도구평생학습관,2024.09.07 ~ 2024.11.30,2024.08.19 ~ 2024.08.30,"한국인(1),외국인(1)",무료,Offline (오프라인),기타,,20,영도구 평생학습관,051-419-4522,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2864,0
[평생학습센터] 팡팡 라인댄스,중구평생학습관,2024.09.07 ~ 2024.11.23,2024.09.02 ~ 2024.09.04,송복선,무료,Offline (오프라인),일반성인,,10,그린그린센터,051-600-4165,온라인접수,수강료 미지원,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=237574,0
2024년 영도에서 떠나는 유럽예술여행(3기),영도구평생학습관,2024.09.07 ~ 2024.10.05,2024.08.14 ~ 2024.08.30,김성민,20000원,Offline (오프라인),기타,,30,영도국민체육센터 2층 동백홀,051-419-5562,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2860,0
[베이킹숲] 나만의 홈베이킹 (주말/1기),부산진구평생학습관,2024.09.07 ~ 2024.10.05,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,6,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7024&lectureCode=20240814HJAX0387&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[길소의부엌] 우리쌀로 만드는 막걸리와 핑거푸드,부산진구평생학습관,2024.09.07 ~ 2024.09.07,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7035&lectureCode=20240814CENI6445&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
가족과 함께 ？오일파스텔 가을하늘 드로잉？(가족2인1팀),영도구평생학습관,2024.09.07 ~ 2024.09.07,2024.08.20 ~ 2024.08.31,,무료,Offline (오프라인),기타,,10,영도도서관 지하1층 지혜+,051-419-4835,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2866,0
？나의 반려동물 석고방향제 만들기？,영도구평생학습관,2024.09.07 ~ 2024.09.07,2024.08.20 ~ 2024.09.01,,무료,Offline (오프라인),기타,,20,영도도서관 1층 로비,051-419-4835,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2867,0
들락날락 영어랑 놀자-초등부,영도구평생학습관,2024.09.06 ~ 2024.12.20,2024.08.14 ~ 2024.09.01,,무료,Offline (오프라인),기타,,12,지하1층 지혜+(강의실),051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2863,0
해설과 연주가 있는 클라식 렉처 콘서트 2,중구평생학습관,2024.09.06 ~ 2024.11.29,2024.08.01 ~ 2024.08.22,조미카,무료,Offline (오프라인),일반성인,,15,중구평생학습관,051-600-4165,온라인접수,수강료 미지원,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=236109,0
논어로 배우는 한문(오전),중구평생학습관,2024.09.06 ~ 2024.11.29,2024.08.01 ~ 2024.08.22,김민석,무료,Offline (오프라인),일반성인,,15,중구평생학습관,051-600-4165,온라인접수,수강료 미지원,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=236108,0
[하반기 평생학습관] 난독증 치료를 위한 문해교육사 양성과정,영도구평생학습관,2024.09.06 ~ 2024.11.22,2024.08.12 ~ 2024.08.23,오영미,무료,Offline (오프라인),기타,,20,"영도구 평생학습관(와치로 259, 놀이마루)",051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2853,0
2. ◎신중년인생이모작◎ 캘리그라피 자격과정(2급),서구평생학습관,2024.09.06 ~ 2024.11.22,2024.08.12 ~ 2024.08.23,,무료,,고등학생,,20,서구청 평생학습관 2강의실,051-240-4042,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1631&menuCd=DOM_000000703001004000,0
[하반기 평생학습관] 병원동행 매니저 자격과정,영도구평생학습관,2024.09.06 ~ 2024.11.22,2024.08.12 ~ 2024.08.23,양영주,무료,Offline (오프라인),기타,,20,"영도구 평생학습관(와치로 259, 놀이마루)",051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2851,0
2.**신중년인생이모작** 캘리그라피 자격과정(2급),서구평생학습관,2024.09.06 ~ 2024.11.22,2024.08.12 ~ 2024.08.23,,무료,,고등학생,,20,서구청 평생학습관 2강의실,051-240-4042,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1645&menuCd=DOM_000000703001004000,0
오일파스텔 : 기초부터 명화그리기까지,해운대구 평생학습관,2024.09.06 ~ 2024.11.15,2024.08.12 ~ 2024.08.13,박영미,무료,Offline (오프라인),일반성인,"주 1회, 총 10차시(20시간)",15,해운대구 평생학습관,051-749-5635,온라인접수,수강료 미지원,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024080122,0
[하반기 평생학습관] 가을에 시작되는 감성 수채화,영도구평생학습관,2024.09.06 ~ 2024.11.08,2024.08.12 ~ 2024.08.23,이은영,무료,Offline (오프라인),기타,,20,"영도구 평생학습관(와치로 259, 놀이마루)",051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2852,0
[길소의부엌] 설기위에 꽃피우다 플라워케이크,부산진구평생학습관,2024.09.06 ~ 2024.10.25,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,7,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7036&lectureCode=20240814KXES8952&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
"따라하면 통증을 줄여주는 목, 어깨, 허리, 무릎 재활운동",북구평생학습관,2024.09.06 ~ 2024.10.25,2024.08.14 ~ 2024.08.28,,무료,Offline (오프라인),일반성인,금,15,만덕도서관 다목적실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2428,0
앉아서 떠나는 건축과 미술 여행,해운대구 평생학습관,2024.09.06 ~ 2024.10.25,2024.08.12 ~ 2024.08.13,정인지,무료,Offline (오프라인),일반성인,"주 1회, 총 8차시(16시간)",25,해운대구 평생학습관,051-749-5635,온라인접수,수강료 미지원,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024080121,0
[베이킹숲] 나만의 홈베이킹 - 우리가족을 위한 디저트 만들기,부산진구평생학습관,2024.09.06 ~ 2024.10.04,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,6,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7025&lectureCode=20240814EKCR8570&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
해돋이작은도서관 &lt;전통 무드등 만들기&gt;,영도구평생학습관,2024.09.06 ~ 2024.09.06,2024.08.20 ~ 2024.09.04,,무료,Offline (오프라인),기타,,10,해돋이작은도서관(청학동 해돋이행복센터 2층),051-419-4831,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2874,0
부산의 포구가 품고있는 삶과 역사의 파노라마,중구평생학습관,2024.09.05 ~ 2024.12.05,2024.08.01 ~ 2024.08.22,박영구,무료,Offline (오프라인),일반성인,,20,중구평생학습관,051-600-4165,온라인접수,수강료 미지원,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=236105,0
감성을 더하는 인물 데생,중구평생학습관,2024.09.05 ~ 2024.12.05,2024.08.01 ~ 2024.08.22,변지현,무료,Offline (오프라인),일반성인,,15,중구평생학습관,051-600-4165,온라인접수,수강료 미지원,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=236107,0
병원동행매니저 자격증 과정,북구평생학습관,2024.09.05 ~ 2024.12.05,2024.08.14 ~ 2024.08.28,,2500070000원,Offline (오프라인),일반성인,목,25,만덕도서관 다목적실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2424,0
[하반기 평생학습관] 노인돌봄 지도사 자격과정,영도구평생학습관,2024.09.05 ~ 2024.11.28,2024.08.12 ~ 2024.08.23,민영미,무료,Offline (오프라인),기타,,20,"영도구 평생학습관(와치로 259, 놀이마루)",051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2849,0
[평생학습센터] 구구팔팔 건강체조,중구평생학습관,2024.09.05 ~ 2024.11.28,2024.09.02 ~ 2024.09.04,변명이,무료,Offline (오프라인),일반성인,,10,그린그린센터,051-600-4165,온라인접수,수강료 미지원,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=237573,0
[하반기 평생학습관] 시니어 - 스마트폰 기초,영도구평생학습관,2024.09.05 ~ 2024.11.28,2024.08.12 ~ 2024.08.23,손미연,무료,Offline (오프라인),기타,,20,"영도구 평생학습관(와치로 259, 놀이마루)",051-419-4518,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2850,0
업사이클환경공예지도사 양성과정,해운대구 평생학습관,2024.09.05 ~ 2024.11.28,2024.05.31 ~ 2024.06.09,고덕미,무료,Offline (오프라인),일반성인,"주 1회, 총 12차시(24시간)",12,부산여성회 해운대지부,051-749-5635,온라인접수,수강료 미지원,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024050068,0
쉽게 그리는 크레용화(오일 파스텔화),북구평생학습관,2024.09.05 ~ 2024.11.28,2024.08.14 ~ 2024.08.28,,500004원,Offline (오프라인),일반성인,목,15,만덕도서관 다목적실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2431,0
[모모라미스튜디오] 일레븐데이 클래스 (야간),부산진구평생학습관,2024.09.05 ~ 2024.11.28,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,6,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7031&lectureCode=20240814DZRN8915&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
리듬스푼지도사 3급,해운대구 평생학습관,2024.09.05 ~ 2024.11.14,2024.08.12 ~ 2024.08.13,양향희,무료,Offline (오프라인),일반성인,"주 1회, 총 10차시(20시간)",20,해운대구 평생학습관,051-749-5635,온라인접수,수강료 미지원,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024080119,0
[모모라미스튜디오] 8주로 작가그림 도전하기(야간),부산진구평생학습관,2024.09.05 ~ 2024.11.07,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,6,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7031&lectureCode=20240814DZRN8915&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
책 읽어주는 북 내레이터 과정,영도구평생학습관,2024.09.05 ~ 2024.10.31,2024.08.13 ~ 2024.09.01,,무료,Offline (오프라인),기타,,20,지하1층 지혜+(강의실),051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2839,0
"내 손으로 만드는 나무 소품,우드 카빙",사하구평생학습관,2024.09.05 ~ 2024.10.31,2024.08.22 ~ 2024.08.29,"구병온,최영은",무료,Offline (오프라인),일반성인,목 | 19:00 ~ 21:00,20,사하구평생학습관,051-220-5546~8,온라인접수,수강료 미지원,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5656,0
명화 속 인문산책,해운대구 평생학습관,2024.09.05 ~ 2024.10.31,2024.08.12 ~ 2024.08.13,정연은,무료,Offline (오프라인),일반성인,"주 1회, 총 8차시(16시간)",25,해운대구 평생학습관,051-749-5635,온라인접수,수강료 미지원,http://www.haeundae.go.kr/edu/index.do?menuCd=DOM_000000501006000000&res_no=2024080120,0
스피치와 함께하는 우리들 세상,영도구평생학습관,2024.09.05 ~ 2024.10.31,2024.08.13 ~ 2024.09.01,,무료,Offline (오프라인),기타,,15,,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2841,0
6.◎신중년인생이모작◎ 타로카드로 찾는 지혜,서구평생학습관,2024.09.05 ~ 2024.10.17,2024.08.12 ~ 2024.08.23,,무료,,고등학생,,30,서구청 평생학습관 제2강의실,051-240-4042,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1635&menuCd=DOM_000000703001004000,0
6. **신중년인생이모작** 타로카드로 찾는 지혜,서구평생학습관,2024.09.05 ~ 2024.10.17,2024.08.12 ~ 2024.08.23,,무료,,고등학생,,30,서구청 평생학습관 2강의실,051-240-4042,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1641&menuCd=DOM_000000703001004000,0
[위드아이센터] 나에게 맞는 공예 찾기 - 매주 원데이,부산진구평생학습관,2024.09.05 ~ 2024.10.17,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7085&lectureCode=20240823DNZW0802&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[부산眞대학]커피에 진심을 담다(하반기),부산진구평생학습관,2024.09.05 ~ 2024.10.11,2024.08.19 ~ 2024.08.30,,무료,Offline (오프라인),기타,,10,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7077&lectureCode=20240819MFHU9155&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[9월] 스마트폰 기초,부산진구평생학습관,2024.09.05 ~ 2024.09.27,2024.08.20 ~ 2024.08.22,조현숙,무료,Offline (오프라인),일반성인,,30,전산교육장,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6984&lectureCode=20240807WAYI7063&menuCd=DOM_000001501001001000&orgLectGubun=info&period=79&periodLimit=Y&limitNum=2&seqAry=,0
[9월] 스마트폰 활용,부산진구평생학습관,2024.09.05 ~ 2024.09.27,2024.08.20 ~ 2024.08.22,조현숙,무료,Offline (오프라인),일반성인,,30,전산교육장,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6983&lectureCode=20240807AYPF2552&menuCd=DOM_000001501001001000&orgLectGubun=info&period=79&periodLimit=Y&limitNum=2&seqAry=,0
