출처,기업명,제목,급여,등록일,마감일,근무지역,경력,학력,근무형태,근무직종,연락처,세부내용,자격면허,링크
워크넷,가장좋은재가노인복지센터,[동대신동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",24/09/06,정보 없음,"부산광역시 서구 동대신동2가 망양로92번길 71, . (동대신동2가, 세종빌라)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [동대신동 세종빌라]<br/>* 4등급, 남자 어르신(75세), 배우자와 동거<br/>* 만성폐쇄성 폐질환, 자립보행가능, 환자케어는 보호자가 주로 돌봄<br/>* 호흡기 환자 특성 상 수급자 주변환경 청결유지, 환자죽(죽기계) 재료준비<br/>* 근무시간: 오전 9시~12시(3시간) / 주5일 / 금요일 1~2시간 연장근무해야함 (배우자가 병원을 가야해서)<br/>* 시급 : 12,500원(수당 포함)*제세수당 별도 문의<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금,근무(예정)등에 차이가 있을수 있음.
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBL002409060004&rtnTarget=list3
워크넷,가족사랑복지센터,[요양보호사] 해운대 할아버지 요양보호사 구인,"시급 9,860원 이상",24/09/06,24/09/20 마감,"부산광역시 해운대구 대천로 205, 벽산 아파트 (좌동, 벽산1차아파트)",관계없음,학력무관,주 6일 근무,방문 복지서비스 제공업,051-220-5696,"<td>
              
              ▣ 서비스대상 : 4등급 할아버지 (85세) <br/><br/>▣ 서비스내용<br/>- 신체활동지원 : 개인위생관리, 몸씻기 도움, 식사도움 등<br/>- 정서지원 : 말벗 등 정서적 안정감 제공<br/>- 일상생활지원 : 취사, 세탁, 청소 및 주변정돈 등  <br/><br/>▣ 서비스시간 : 월~토(주6회) / 09:00~12:00 (총 180분)<br/>                         추가 근무 가능자<br/><br/>▣ 시급 : 9,860원 (주휴 및 연차수당 등 각 수당 별도지급)<br/><br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다.<br/>  실제 구직의사 있는 분들만 접수 부탁드립니다. (지원문의: 051-220-5696)
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130052409060022&rtnTarget=list4
워크넷,(주)듀델코리아,[용호동] W스퀘어 방재주임 채용,월급 325만원 ~ 325만원,24/09/06,정보 없음,"부산광역시 남구 분포로 145, , (용호동, 더블유)",경력 (최소 1년 0 개월 이상) 필수,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",경비 및 경호 서비스업,,"<td>
              
              [용호동] W스퀘어 방재주임 채용<br/><br/>- 아파트(상가) 시설관리, 방재관리업무 1명 채용<br/>- 근무시간 : 주간 09:00~18:00, 당직 09:00~익일09:00 (주당비 3교대 근무)<br/>- 휴게시간 : 주간 1시간, 당직 6시간 (주간2, 야간4)<br/>- 월 급 여 : 3,250,000원<br/>- 근 무 지 : 남구 분포로 145<br/>- 필수사항 : 관련 경력 1년 필수<br/>- 우대사항 : 소방안전관리자 1급, 소방안전관리자 선임 업무 유경험자, 전기기능사 등 자격 소지자 우대<br/>- 지원방법 : 이력서, 자기소개서 및 자격증 사본 등 메일 접수 (메일주소 m-light2063@hanmail.net)<br/><br/>지원 시, 이력서 상단에 ""W스퀘어 방재주임 지원""이라고 기입해주세요.<br/><br/>- 지원문의 : 051-807-7560 (주)듀델코리아
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002409060002&rtnTarget=list5
워크넷,효당재가노인복지센터,[ 망미동 ] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",24/09/06,24/09/20 마감,"부산광역시 수영구 과정로 46, 망미중앙시장 인근 (망미동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [ 망미동 ] 재가요양보호사 모집<br/><br/>- 과정로 46-9 (망미중앙시장 부근) <br/>- 4등급 73세 독거 남 어르신<br/>- 주 5회 09:00~12:00<br/>- 시급: 9860원 수당별도-&gt; 약 12500원 <br/>- 가사지원, 주변 정리 등 <br/><br/>**[효당재가노인복지센터] : 010-7305-1848 / 051-525-2301 통화후 지원 **
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002409060004&rtnTarget=list6
워크넷,스마일노인복지센터,[초읍동] 재가요양보호사 모집(오후/14~17/주6일/남자/4등급),"시급 9,860원 ~ 9,860원",24/09/06,24/09/20 마감,"부산광역시 부산진구 성지곡로33번길 24, .. (초읍동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",사회복지 상담서비스 제공업,,"<td>
              
              [초읍동] 요양보호사  채용 (오후/14~17/주6일/남자/4등급)<br/><br/>- 초읍동 어린이대공원 인근<br/>- 4등급 90대 남자 어르신(부부거주)<br/>- 주 6 일, 오후 14:00~17:00 (시간 협의 가능)<br/>- 시급: 9,860원 (제수당 포함 시간당 12,500원)<br/>- 저녁식사 도움 및 일반적인 재가 업무 <br/><br/>- 지원희망시 부산진구청 취업정보센터로 전화주세요 (☎051-605-6405)<br/><br/>※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002409060008&rtnTarget=list7
워크넷,효당재가노인복지센터,[ 부곡동 ] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",24/09/06,정보 없음,"부산광역시 금정구 동현로 89, . (부곡동, 늘푸른아파트)",경력 (최소 1년 0 개월 이상) 필수,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",방문 복지서비스 제공업,,"<td>
              
              [ 부곡동 ] 재가요양보호사 모집합니다.<br/><br/>- 부곡 늘부른아파트(금정구 동현로 89)<br/>- 4등급 78세 남자 어르신/ 독거/ 거동가능하나 방안에 계심.<br/>- 가사지원(***반찬 만들기***. 식사위주 도움 희망, 간단한 청소)<br/>- 주 3일(요일협의)/ 13:00~16:00<br/>- 시급 : 9,860원(수당포함 시 약 12,500원)<br/><br/>※ 효당재가노인복지센터  : 010-7305-1848 또는 051-525-2301 ※
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002409060003&rtnTarget=list8
워크넷,편안한실버케어재가센터,요양보호사님 구합니다.(부곡동),"시급 9,860원 이상",24/09/06,정보 없음,"부산광역시 금정구 동부곡로42번길 33, 무지개타운 (부곡동)",관계없음,학력무관,주 5일 근무,방문 복지서비스 제공업,,"<td>
              
              부곡동요양보호사님 모집<br/>근무시간:10:00~13:00<br/>5등급 92세 여자어르신<br/>식사도움.화장실부축<br/>시급:12500원 (세금포함)<br/>문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6409)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/>
</td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002409060007&rtnTarget=list9
워크넷,주식회사구포재활주간보호센터,[북구구포동] 3등급남자/4등급여자 어르신(4시간),"시급 9,860원 이상",24/09/06,정보 없음,부산광역시 북구 구남언덕로16번길 3 (구포동),관계없음,학력무관,주 5일 근무,노인 요양 복지시설 운영업,,"<td>
              
              [북구구포동] 3등급남자/4등급여자 어르신<br/>-북구 구포동 구남언덕로 16번길 (구남초등학교 인근)<br/><br/>1. 3등급남자 어르신<br/>-주5일,  1시간, 6:50-7:50 <br/>-주간보호센터 가시기 전까지 케어업무<br/>(식사, 세면, 환복 등)<br/><br/>2.4등급여자 어르신<br/>-주5일, 3시간, 8:00-11:00 <br/>-신체활동, 가사지원, 말벗 등<br/><br/><br/>
</td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0052409060004&rtnTarget=list10
워크넷,(주)장천,[영도구 일자리박람회 직접참여업체] 문현동 경비원 모집,월급 200만원 ~ 200만원,24/09/06,정보 없음,"부산광역시 남구 진남로198번길 9-1, . (문현동, 현대아파트)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 40시간)",사업시설 유지․관리 서비스업,051-419-4329,"<td>
              
              **2024년 영도구일자리박람회 개최**  <br/>*** 일자리박람회건으로 타기관 알선 비희망합니다. ***<br/>일시 : 24.09.25(수)14:00~16:00   <br/>장소 : 영도구청1 층구민홀   <br/><br/><br/>- 문현동 소재 아파트경비원 모집<br/>- 경비원신임교육 이수증 필수<br/>- 근무시간: 오전 06:00~익일 오전 06:00 (격일근무)<br/>휴게: 주간 05:40, 야간 06:00<br/>- 경증장애인 우대<br/><br/>- 그 외 행사내용: 채용면접, 취업컨설팅, 증명사진,타로취업, 면접메이크업체험,키링만들기체험 등다양한부대행사.  <br/>많은 관심과 참여부탁드립니다 .   <br/><br/>- 자세한 내용은 영도구청 일자리지원센터  ☏  051-419-4329로 연락바랍니다.
            </td>",기타 : 경비원신임교육 이수증 필수,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBO002409060003&rtnTarget=list1
워크넷,정다운재가복지센터,[용호동] 요양보호사 모십니다.,"시급 9,860원 ~ 12,500원",24/09/06,정보 없음,"부산광역시 남구 동명로101번길 50 (용호동, 덕용주택)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              ● 재가요양보호사 모집<br/> ●용호동 / 용호초 인근<br/>● 주5일 / 09:00~12:00<br/>● 5등급 할아버지 / 70대 / 딸은 출근<br/>● 뇌졸중으로 편마비<br/><br/>※동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자 마다 주 소정 근로 시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.<br/><br/><br/>
</td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBP002409060001&rtnTarget=list2
워크넷,주) 미소들 재가복지센터,[엄궁동] 3등급 70대 독거 할머니 / 오후 1-4시 / 주6일 / 재가요양보호사 모집,"시급 9,860원 이상",24/09/06,정보 없음,"부산광역시 사상구 낙동대로 712-17, .. (엄궁동, 엄궁한신1차아파트)",관계없음,초졸이하,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              *  엄궁아파트 3등급 70대 독거 할머니<br/>- 일상가사지원 및 병원 동행<br/>- 병원 동행시 운전가능 자차 소유 우대 (유류비 별도 지급)<br/>- 근무시간 오후 1-4시 / 주6일 (토요일 근무 조정 가능)<br/>* 시급 12,500원 (주휴및 제수당 포함)
            </td>","요양보호사1급(필수)
기타 : .",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002409060001&rtnTarget=list3
워크넷,미라,F.R.P 작업자 구인,"시급 9,860원 ~ 9,860원",24/09/05,정보 없음,부산광역시 사하구 두송로144번길 107 (다대동),경력 (최소 3년 0 개월 이상) 필수,학력무관,주 5일 근무,자동차 재제조 부품 제조업,051-220-5692,"<td>
              
              F.R.P (강화플라스틱) 작업자 구인 <br/>* 경력 3년 이상 필수 
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002409050004&rtnTarget=list4
워크넷,강림요양병원,「2024년 부산 여성 취·창업 박람회 간접 참가업체」 간병인 모집,월급 206만원 ~ 206만원,24/09/05,정보 없음,부산광역시 사상구 낙동대로 792 (엄궁동),관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",요양 병원,051-326-7600,"<td>
<br/> 「2024년 부산 여성 취·창업 박람회 간접 참가업체」 간병인 모집<br/>  - 일시: 2024. 9. 30.(월) 13:00~16:00<br/>  - 장소: 부산시청 1층 대회의실 및 로비<br/>  - 지원 및 문의: 사상새일센터 이순영상담사 ☎ 051-326-7600<br/>    (☎ 담당새일센터 상담사에게 반드시 지원 문의)<br/><br/>    - 모집직종(모집인원):간병 업무자  4명 <br/>    - 업무내용: 간병 업무<br/>    - 임금: 월급 2,060,740원<br/>    - 근무일 : 주 5일<br/>    - 근무시간 - 주간: 07시~19시(점심시간 포함 4시간 휴식)<br/>                       - 야간:19시00분 ~ 07시30분(4시간 30분 휴식)<br/><br/>    - 고용형태: 3개월 계약만료 후 상용직 전환 검토<br/>    - 자격증 : 무관<br/>    - 우대 :  간호조무사, 요양보호사 우대<br/>    - 신입지원가능<br/><br/>* 지원 및 면접일정<br/>    - 워크넷, 전화, 행사장 방문 지원 가능     <br/>    - 박람회 당일&lt;9월30일(월)&gt; 현장 방문(이력서, 신분증 지참)  → 직접 참가업체 현장면접 또는 간접 참가업체 이력서 접수<br/>    - 워크넷 입사지원 기간: 2024. 9. 5.(목) ~ 9. 29.(일) 18:00까지<br/><br/> ** (필수) 워크넷 지원 전 업체 이력서 전달을 위한 확인사항<br/>    워크넷의 마이페이지 - 구직신청 - [구직정보제공 동의여부]의  '여성새로일하기센터제공동의'에 체크가 되어 있는지 확인 요망<br/>    '여성새로일하기센터제공동의' 체크 후 지원 <br/><br/> *** 체험행사 사전신청<br/>    - 네이버폼에서 선착순 사전접수: 2024. 9. 3.(10:00)~50명 마감<br/>      (당일 행사장에서 선착순 현장접수도 가능)<br/>    - 신청주소: https://naver.me/GWeKsuP0<br/>      (★진행 상황에 따라 상기 일정은 변경될 수 있음)<br/><br/><br/>
</td>",간호조무사(우대),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10102409050004&rtnTarget=list5
워크넷,고운마음노인복지센터,[ 광안동 ] 요양보호사 모집,"시급 12,400원 ~ 12,400원",24/09/05,정보 없음,"부산광역시 수영구 장대골로27번길 28, 3층 (광안동, 문화화이트빌라)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",노인 요양 복지시설 운영업,,"<td>
              
              [ 광안동 ] 재가요양보호사 선생님 모집합니다.<br/>- 4등급 여자어르신 <br/>- 09:00~12:00 / 주3일<br/>- 시급 : 12,400원<br/>- 일상생활 도움(청소, 외출동행)<br/>- 9월11일 면접예정입니다 .<br/>- 채용담당자 : 055-637-8203 / 010-2722-8228 [ 고운마음노인복지센터 ] 
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBM002409050006&rtnTarget=list6
워크넷,주식회사위너스메이트,[CGV 부산화명점] 오전 미화직원 채용,"시급 9,860원 이상",24/09/05,정보 없음,부산광역시 북구 화명대로 16 (화명동),관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 31시간)",상용 인력 공급 및 인사관리 서비스업,051-309-5222,"<td>
              
              ** 북구청 채용대행 **<br/><br/>1. 모집 : CGV 부산화명점 오전 미화직원 <br/>2. 근무시간 : 07:00~13:30 (휴게시간 60분) / 주6일<br/>3. 업무 : 영화관 내 청소 및 미화<br/><br/>*지원문의: 북구청 취업정보센터 051-309-5222로 연락바랍니다.
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBI002409050003&rtnTarget=list7
워크넷,주식회사하나종합관리,「2024년 부산 여성 취·창업 박람회 직접/간접 참가업체」 미화원 모집,월급 171만원 ~ 171만원,24/09/05,24/09/29 마감,"부산광역시 동래구 온천장로119번길 56, . (온천동, 더샵 온천헤리티지)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 34시간)",경비 및 경호 서비스업,051-702-9198,"<td>
              
                「2024년 부산 여성 취·창업 박람회 간접 참가업체」 미화원 모집<br/>  - 일시: 2024. 9. 30.(월) 13:00~16:00<br/>  - 장소: 부산시청 1층 대회의실 및 로비<br/>  - 지원 및 문의: 해운대새일센터 박다원상담사 ☎051-702-9196<br/>    (☎ 담당새일센터 상담사에게 반드시 지원 문의)<br/><br/>  (1) 구인정보 확인 후 지원바랍니다. <br/>    - 모집직종(모집인원): 미화원(1명)<br/>    - 업무내용: 아파트 라인청소<br/>    - 임금: 월급 1,714,070원<br/>    - 근무일: 주6일(주33.5시간)<br/>    - 근무시간: 월~금 09:00~16:00 / 토 09:00~13:00<br/>    - 고용형태: 정규직<br/><br/>  (2) 기업 면접 방법<br/>    ① 워크넷 구직 등록 후 지원 바랍니다.<br/>      (구직등록이 어려우신 분은 행사 현장에서 구직신청 가능)<br/>    ② 진행방법: <br/>      입사지원 → 박람회 당일&lt;9월30일(월)&gt; 현장 방문(이력서와 신분증 지참) <br/>      → 직접 참가업체 현장면접 또는 간접 참가업체 이력서 접수<br/>    ③ 워크넷 입사지원 기간: 2024. 9. 3.(화) ~ 9. 29.(일) 18:00까지<br/>    ④ 행사 참여하시는 분들께 소정의 기념품 제공 및 체험행사가 진행됩니다.<br/>       선착순 마감되오니 빠른 방문 바랍니다.<br/><br/>  (3) 체험행사 사전신청<br/>    - 네이버폼에서 선착순 사전접수: 2024. 9. 3.(10:00)~50명 마감<br/>      (당일 행사장에서 선착순 현장접수도 가능)<br/>    - 신청주소: https://naver.me/GWeKsuP0<br/>      (★진행 상황에 따라 상기 일정은 변경될 수 있음)<br/>
</td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10932409050004&rtnTarget=list8
워크넷,(주)아워홈 르노코리아부산점,르노코리아 부산공장 직원식당 조리원 채용,"시급 10,000원 ~ 10,000원",24/09/05,정보 없음,부산광역시 강서구 르노삼성대로 61 (신호동),관계없음,학력무관,주 5일 근무,음식점업,,"<td>
              
              르노코리아 부산공장 직원식당 조리보조원 채용<br/>-르노코리아 직원식당 주방보조원<br/>-배식, 청소, 세팅, 설거지, 정리정돈 등 <br/>-경력, 자격 무관<br/>-근무시간 : 주5일, 25시간 (선택가능) <br/>1. 8:00-13:30<br/>2.16:00-21:00<br/>-시급 10,000원
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0052409050006&rtnTarget=list9
워크넷,행복나눔재가복지센터(주),[명지동] 2등급 여자어르신 재가요양보호사 채용,"시급 9,860원 이상",24/09/05,24/09/19 마감,"부산광역시 강서구 명지오션시티8로22번길 5, 인근 (명지동)",신입,학력무관,"주 5일 근무
(주 소정근로시간: 20시간)",방문 복지서비스 제공업,051-970-2354,"<td>
              
              -2등급 40년생 여자어르신<br/>-가사, 일상생활지원서비스<br/>-월~금 11:00~15:00 (시간조절 앞뒤로 1시간가능)<br/>-문의: 051-970-2354<br/>-주휴수당 발생시 별도 지급
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11472409050002&rtnTarget=list10
워크넷,주식회사 더파티플러스 서면지점,부산더파티 뷔페 행사보조업무,"시급 9,860원 이상",24/09/05,정보 없음,"부산광역시 부산진구 신천대로 252, (부암동, 일성인포아파트) (부암동, 상가동)",관계없음,학력무관,"주 2일 근무
(주 소정근로시간: 16시간)",한식 일반 음식점업,,"<td>
              
              [부산외식1등 더파티에서 시니어 직원을 채용합니다]<br/><br/>부산더파티 뷔페 행사보조업무 모집<br/>-업무 :  웨딩행사시 뷔페운영보조업무<br/>-식사 홀내 정리, 기물관리, 주차안내 등<br/>-경력무관, 신입지원가능<br/>-주말 2일, 8:30-17:00, 시급 9860원<br/><br/>*행사에 따른 업무시간 변동 있음<br/>*더파티 타지점으로 배치도 가능<br/>
</td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0052409050005&rtnTarget=list1
워크넷,주식회사늘사랑재가복지센터,연산동 4등급 여자 독거어르신 돌봄,"시급 9,860원 이상",24/09/05,정보 없음,"부산광역시 연제구 과정로 74, . (연산동, 선경아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,051-419-4378,"<td>
              
              *4등급 여자 독거어르신 돌봄<br/>*주5일 오전 9시~12시 (3시간)<br/>*연제구 과정로74 (연산동, 선경아파트)<br/><br/>*문의: 051-419-4378<br/><br/>*시급 총 12,500원(시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함)<br/>*실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로, 채용 시 근로자 마다 주 소정 근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912409050006&rtnTarget=list2
워크넷,(주)경성종합관리,[다대동] 다대푸른아파트 경비원 구인,월급 194만원 이상,24/09/05,정보 없음,"부산광역시 사하구 다대낙조2길 11, ... (다대동, 다대푸른아파트)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 40시간)",인력 공급업,051-220-5692,"<td>
              
              -다대푸른 아파트 경비원<br/>-06:30~익일 06:30 격일근무(휴게시간 주간4,야간7시간20분)<br/>-경비신임교육이수증 필수<br/><br/>*사하구청 일자리지원센터 채용대행중 입니다.  051-220-5692으로 문의 바랍니다.
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002409050001&rtnTarget=list3
워크넷,기쁨재가요양복지센터,[가야동] 재가요양보호사 모집,"시급 9,860원 이상",24/09/05,정보 없음,"부산광역시 부산진구 가야대로 538, . (가야동, 가야 롯데캐슬 골드아너)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",사회복지 서비스업,,"<td>
              
              -동의대역 인근<br/>- 5등급 할아버지(부부거주)/치매교육이수 필수<br/>- 오전9시~12시/ 주5일<br/>- 시급: 9,860원(12,400원(제수당 포함))<br/>- 기본 요양보호사 업무<br/>* 지원희망시 전화주세요 010-2631-0692
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10112409050006&rtnTarget=list4
워크넷,차성복지센터,재가요양보호사 모집(장안),"시급 9,860원 이상",24/09/05,정보 없음,부산광역시 기장군 장안읍 좌천4길 17,관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              * 차성복지센터(기장센터)<br/>- 3등급 80대 초중반, 여자어르신<br/>- 장안제일교회 인근 주텍 <br/>- 주 6일, 08:00~11:00<br/>- 요양보호사자격증 (필수)<br/>- 시급 9,860원+기타수당 별도<br/>- 복리후생 : 4대보험<br/>- 전화 후 방문 접수 - 요양보호사 자격증 사본, 건강검진서<br/>- 문의 : 051-724-8825 / 010-5370-0340<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여  지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음*
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002409050006&rtnTarget=list5
워크넷,(의)노송의료재단,「2024년 부산 여성 취·창업 박람회 간접 참가업체」요양병원 요양보호사 모집,월급 206만원 ~ 206만원,24/09/05,24/10/23 마감,부산광역시 사상구 백양대로907번길 11 (모라동),관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",그 외 기타 보건업,051-326-7600,"<td>
              
               「2024년 부산 여성 취·창업 박람회 간접 참가업체」 요양보호사 모집<br/>  - 일시: 2024. 9. 30.(월) 13:00~16:00<br/>  - 장소: 부산시청 1층 대회의실 및 로비<br/>  - 지원 및 문의: 사상새일센터 이순영상담사 ☎ 051-326-7600<br/>    (☎ 담당새일센터 상담사에게 반드시 지원 문의)<br/><br/>    - 모집직종(모집인원): 요양보호사 5명 <br/>    - 업무내용: 요양 업무<br/>    - 임금: 월급 2,060,740원(업무에 따라 협의 가능)<br/>    - 근무일 : 주 5일<br/>    - 근무시간 - 주간: 06시~18시(3시간 이상 휴식)<br/>                       - 야간:18시00분 ~06시 (3시간 이상 휴식), 교대근무<br/> <br/>    - 고용형태: 기간의 정함이 없는 근로계약<br/>    - 자격증 : 무관<br/>    - 우대 :  요양보호사 우대<br/>    - 신입지원가능<br/><br/>* 지원 및 면접일정<br/>    - 워크넷, 전화, 행사장 방문 지원 가능     <br/>    - 박람회 당일&lt;9월30일(월)&gt; 현장 방문(이력서, 신분증 지참)  → 직접 참가업체 현장면접 또는 간접 참가업체 이력서 접수<br/>    - 워크넷 입사지원 기간: 2024. 9. 5.(목) ~ 9. 29.(일) 18:00까지<br/><br/> ** (필수) 워크넷 지원 전 업체 이력서 전달을 위한 확인사항<br/>    워크넷의 마이페이지 - 구직신청 - [구직정보제공 동의여부]의  '여성새로일하기센터제공동의'에 체크가 되어 있는지 확인 요망<br/>    '여성새로일하기센터제공동의' 체크 후 지원 <br/><br/> *** 체험행사 사전신청<br/>    - 네이버폼에서 선착순 사전접수: 2024. 9. 3.(10:00)~50명 마감<br/>      (당일 행사장에서 선착순 현장접수도 가능)<br/>    - 신청주소: https://naver.me/GWeKsuP0<br/>      (★진행 상황에 따라 상기 일정은 변경될 수 있음)<br/>
</td>",요양보호사(우대),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10102409050001&rtnTarget=list6
워크넷,늘편한방문요양센터,[강서구 눌차동] 재가요양보호사 채용,"시급 9,860원 ~ 9,860원",24/09/05,24/11/04 마감,부산광역시 강서구 가덕해안로2번나길 15 (눌차동),관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 24시간)",노인 요양 복지시설 운영업,051-970-2357,"<td>
              
              -근무지 : 강서구 눌차동 <br/>-대상자 : 2등급 파킨슨 여자어르신<br/>-요양보호사 전반 업무를 도와주실수 있는 요양 보호사 희망<br/>-09:00~13:00 / 주6일 근무<br/>-급여 :시급 9,860원 + 제세수당별도문의<br/>
</td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11472409050001&rtnTarget=list7
