id,company,title,subtitle,work_category,details,certification,label
169,가연재가복지센터,재가요양보호사 구인 (긴급),,방문 복지서비스 제공업,"<td> [금곡한솔아파트] 재가요양보호사 구인 <br/><br/>- 2등급 86세 할머니 (가족동거, 근무시간대 어르신 혼자 계심)<br/>- 주 3일 / 오후 13~17시 (화,수,목) <br/>- 신체 및 가사지원<br/>- 중증수당 및 주휴수당 등 발생시 별도지급<br/><br/>- 지원 문의 : 051-865-4073 (가연재가복지센터) </td>",요양보호사(필수),
170,비지팅엔젤스부산해운대방문요양지점,(민락동)오전 재가요양보호사 모집,,방문 복지서비스 제공업,"<td> [재가요양보호사 모집]<br/>--4등급 여자어르신 <br/>--식사, 거주공간 청소, 산책동행 등<br/>--민락동 113-23 진로비치아파트<br/>--9시~12시(주6일)<br/>--12,400원<br/>--접수방법:채용담당자 통화 ☎051-715-6969/010-8447-5360 <br/>*비지팅엔젤스 해운대 방문요양*<br/> </td>",요양보호사2급(필수),
171,효누리재가복지센터,재가 요양보호사 모집(정관),,노인 요양 복지시설 운영업,"<td> ㅁ 업 체 명 : 효누리재가복지센터<br/>ㅁ 모집직종 : 재가요양보호사 1명 (대상자: 4등급, 82세 여자어르신, 아들거주 케어시간 부재)<br/> * 가사 및 일상생활지원, 청소, 식사준비 위주<br/>ㅁ 근무주소 : 정관읍 휴먼시아2차 @<br/>ㅁ 근무시간 : 주 5일, 09:00~12:00 <br/>ㅁ 우대사항 : 요양보호사 자격증(필수), 올해 건강검진서(필수) <br/>ㅁ 급여사항 : 시급 12,500원 (수당포함)<br/>ㅁ 복리후생 : 4대보험, 퇴직금<br/>ㅁ 접수방법 : 전화 후 방문 - 자격증사본, 2024년도 건강검진서 <br/>9. 문의 : 051-727-0861 / 010-3906-8808 // </td>",요양보호사(필수),
172,간호드림통합재가방문센터,재가 요양보호사 모집,,그 외 기타 보건업,"<td> [개금동] 재가 요양보호사 모집<br/>- 4등급 70대 할머니(독거)<br/>- 주5일, 09:00 ~ 12:00(3시간)<br/>- 근무내용 :요양보호사 업무<br/>- 근무지 : 백양대로 208번길 133 삼환아파트<br/>- 시급 : 12,500원(주휴 연차수당 포함)<br/>☏ 051-755-0777 [간호드림통합재가방문센터] 통화 후 방문<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음* </td>",요양보호사(필수),
173,희망영도노인복지센터,요양보호사 모집,,노인 요양 복지시설 운영업,"<td> [해운대구 중동]요양보호사 모집<br/><br/>- 대상자 : 3등급 할아버지(83)/할머니 같이 계심<br/>- 주요직무 : 가사지원(청소, 음식만들기,장보기), 병원동행<br/>- 근무시간 : 주5일 3시간 오후 14:00~17:00<br/>- 시급 : 12,500원(제수당등 호함 금액)<br/>- 전화 후 방문 : 051-412-1999 / 010-3558-2944 </td>",요양보호사1급(필수),
174,(주)제일편한복지센터,재가요양보호사 모집,,보건업,"<td> * 5등급 할아버지(70대중반, 독거)<br/>* 치매교육이수증 필수<br/>* 가사 및 일상생활 지원<br/>* 주5일, 09:00~12:00<br/>* 시급12,800원(주휴수당, 연차수당 포함)<br/>* 채용담당자: 010-4559-7650 </td>","요양보호사(필수)
기타 : 치매교육이수증 필수",
175,BHS재가복지사랑채,재가요양보호사 채용 (주5일 9시-12시),,방문 복지서비스 제공업,"<td> [반여동] 재가요양보호사 채용<br/><br/>- 근무지 : 해운대구 반여동 (반여중학교 근처) <br/>- 4등급 91세 여자어르신 (독거)<br/>- 근무시간 : 9시-12시 (주5일)<br/>- 근무내용 : 가사 및 일상생활 지원, 정서지원<br/>- 시급 : 12,500원 (주휴,연차수당을 포함한 포괄시급)<br/><br/>문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6405)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/> </td>",요양보호사(필수),
176,기장제일재가복지센터,재가요양보호사 모집,,방문 복지서비스 제공업,"<td> [기장제일재가복지센터]<br/>-근무지 : 기장읍 차성로216번길 <br/>-대상자 : 4등급 80세 여자어르신/배우자<br/>-근무시간 : 주5일, 10:00~13:00<br/>-시급 12,500원 (기본시급 9,860원+주휴수당, 연차수당 등 포함)<br/>-전화 후 접수 문의- 자격증사본, 건강검진표<br/>-문의 : 051-724-1016 <br/><br/>*실제서비스제공기간에 따라 임금을 계산하는 형태로 채용시 근로자마다 주소정근로 시간이나 임금,근무(예정지)지 등에 차이가 있을수 있음. </td>",요양보호사(필수),
177,원진정밀,자동차부품 생산직 사원 채용,,기타 기계 및 장비 제조업,"<td> - 자동차부품 다이캐스팅, 사상업무<br/>- 초보가능, 사하구 거주자 우대<br/>- 근무시간 08:00~17:00시, 주5일<br/><br/>*사하구청 일자리지원센터 채용대행중입니다. <br/>지원문의 : 051-220-5695 실제 구직지원 의사 있는 분들만 지원부탁드립니다. </td>",관계없음  ,
178,실버효나눔통합재가센터,재가요양보호사 모집(정관),,노인 요양 복지시설 운영업,"<td> ㅁ 업 체 명 : 실버효나눔통합재가센터(정관센터)<br/>ㅁ 근무주소 : 정관읍 휴먼시아 4단지 <br/>ㅁ 모집직종 : 재가요양보호사 1명 (대상자: 3등급 70대 여자 어르신/배우자 거주)<br/> * 신체활동, 정서지원, 가사 및 일상생활지원<br/>ㅁ 우대사항 : 요양보호사 자격증(필수)<br/>ㅁ 근무시간 : 주 6일, 09:00 ~ 12:00 <br/>ㅁ 급여사항 : 시급 12,500원(수당포함) <br/>ㅁ 복리후생 : 4대보험, 퇴직연금 <br/>ㅁ 접수방법 : 전화 후 방문 - 이력서, 자격증사본, 건강검진표<br/>ㅁ 담당자 : 051-727-8198 <br/><br/>** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음. </td>",요양보호사(필수),
179,(주)사랑나눔노인복지센터,재가요양보호사 모집,,방문 복지서비스 제공업,"<td> [양정동 포레힐즈 스위첸 1단지]<br/><br/>- 4등급 1951년생 남자대상자 /가족 거주 <br/>- 근무시간: 08:30~11:30 또는 9:00~12:00 (3시간 / 주5일 ) <br/>- 시급12,500원(시급: 9,860원, 주휴수당, 연차수당 별도 지급 포함)<br/>- 파킨슨, 치매 증상 있음 / 식사도움, 가사 및 정리정돈/ 이동 도움 <br/>- 지원문의 051)868-0434<br/> </td>",요양보호사(필수),
180,구덕재가노인복지센터,재가요양보호사 모집,,사회복지 상담서비스 제공업,"<td> [서대신동 서대신금호어울림아파트 인근]<br/>* 4등급 80대 남자어르신(아들동거/케어시간부재)<br/>* 9:00~13:00 또는 12시30분~16시30분 (4시간, 주6일)<br/>* 일상생활지원등<br/>* 시급 12,500원[ 시급:9,860원, 주휴수당,연차수당 별도 지급 포함)<br/>* 문의: 010-7721-3114 </td>",요양보호사(필수),
181,선암복지재가센터,(용호동)요양보호사님,,방문 복지서비스 제공업,"<td> 용호동 요양보호사 모집<br/><br/>-용호동 주택<br/>- 4등급 여자어르신<br/>- 어르신케어(살림,일상생활도움,말벗,외출동행)<br/>- 오전 9시~12시 (주5일)<br/>- 시급 12,500 (제수당포함)<br/><br/>지원희망시 부산진구청 취업정보센터로 전화주세요(☎051-605-6401)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 <br/>주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다. </td>",요양보호사(필수),
182,부산신호2차부영사랑으로어린이집,어린이집 조리사 선생님 모십니다.,,보육시설 운영업,"<td> -영유아(만0세~만2세)급간식 조리<br/>-37명 영유아 급간식준비,<br/>-고용촉진장려금 대상자우대, 만60세이상도지원가능합니다 </td>",한식조리기능사(필수),
183,실버사랑재가복지센터,개금동동 요양보호사,,노인 요양 복지시설 운영업,"<td> - 개금 도개공아파트<br/>- 4등급 남자어르신(80세), 독거어르신, 거동가능하심.<br/>- 주5일, 3시간 (근무시간은 12시~15시)<br/>- 가사 및 일상생활지원, 정서지원<br/>- 시급 12,500원 (주휴수당 및 연차수당을 포함한 포괄시급)<br/><br/>문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6402)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/> </td>",관계없음  ,
184,온누리재가복지센터,재가요양보호사 모집,,보건 및 복지 행정,"<td> - 치매교육 이수 필수!!<br/>- 주례벽산아파트<br/>- 5등급 80대 할아버지(배우자 동거)<br/>- 경증 치매<br/>- 운동, 청소, 정서 지원<br/>- 주 5일 9시~12시<br/>- 시급 9,860원(주휴수당, 연차수당 발생 시 별도 지급)<br/>- 채용담당자: 010-8901-1259 </td>",요양보호사(필수),
185,생명사랑장애인활동지원센터,장애인활동지원사 모집,,방문 복지서비스 제공업,"<td> [온천동]장애인활동지원사 모집<br/>- 24세 남성 지적장애인<br/>- 주5일 / 10-19시(월180시간)<br/>- 가사활동, 신체활동<br/>- 시급: 13,000원(최저시급9,860+주휴수당+연차수당,+보전수당 포함)<br/>- 생명사랑장애인활동지원센터 김송나 010-8530-5400<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자 마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음. </td>",관계없음  ,
186,기장희망나누미노인재가복지센터,재가요양보호사 모집(일광),,방문 복지서비스 제공업,"<td> - 기장희망나누미 재가요양보호사<br/>- 대상자: 4등급 70대, 여자어르신<br/>- 주5일, 09시~12시<br/>- 일광읍 문중길 문오성해수탕 인근<br/>- 급여: 시급 12,500원(수당포함)<br/>- 전화 후 방문: 051-723-5382 / 010-6687-5382<br/>- 요양보호사 자격증, 1년이내 건강검진결과표<br/><br/>** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 ** </td>",요양보호사(필수),
187,비지팅엔젤스 부산금정방문요양지점,재가요양보호사 모집,,노인 요양 복지시설 운영업,"<td> 비지팅엔젤스 부산금정방문요양지점 <br/>5등급 (치매이수 필수) 80대 여자 어르신 / 케어시간 가족 부재.<br/>명장동 효산빌라 <br/>주5일 15:00 ~ 18:00 <br/>시급 12,400원 (기본시급 9,860원+주휴수당, 연차수당 등 포함)<br/>문의 010-2217-6117 <br/><br/> </td>",요양보호사(필수),
188,한나재가노인복지센터,재가요양보호사 구인,,방문 복지서비스 제공업,"<td> [광안동] 재가요양보호사 구인<br/><br/>- 거주지 : 수영구 광안로 12, 광안동에스케이뷰<br/>- 대상자 : 2등급 83세 여자 어르신(거동 가능)<br/>- 근무시간 : 09:00~13:00(4시간 외 서비스이용자의 상황에 따라 추가시간이 있을 수 있음), 주6일<br/>- 케어내용 : 일상생활 케어 및 병원동행<br/>- 시급 : 12,500원(제세수당 포함)<br/><br/>- 한나재가노인복지센터 이민희 010-5056-5686 </td>",요양보호사(필수),
189,현재가노인복지센터,3등급 할아버지/주6일/재가요양보호사 채용,,노인 요양 복지시설 운영업,"<td> - 3등급 할아버지(부부동거)<br/>- 범일동 구, 보림극장 뒤 <br/>- 가사, 일상생활지원 등<br/>- 주6일/오전9시~오후12시(시간협의가능)<br/>- 시급: 12,500원(제수당 포함)<br/><br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 ** <br/> </td>",요양보호사(필수),
190,조양아파트입주자대표회의,조양아파트 미화원 모집,,주거용 부동산 관리업,<td> 아파트 청소 및 재활용 업무 </td>,관계없음  ,
191,기장희망나누미노인재가복지센터,재가요양보호사 모집(기장),,방문 복지서비스 제공업,"<td> * 기장희망나누미 재가요양보호사<br/>- 대상자: 4등급 68세 여자어르신 독거<br/>- 주5일, 12:00~15:00 / 자차우대<br/>- 급여: 시급 12,500원(수당포함)<br/>- 전화 후 방문: 051-723-5382 / 010-6687-5382<br/>- 요양보호사 자격증, 1년이내 건강검진결과표<br/><br/>** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 ** </td>",요양보호사(필수),
