id,source,company,title,subtitle,salary,signup_date,due_date,region_name,career,education,work_type,work_category,link,contact,work_hours,details,email,certification,preference_id,region_id
48,워크넷,케어신재가노인복지센터,케어신재가노인복지센터 요양보호사 모집 (장안),,"시급 9,860원 이상",2024-08-21,9999-01-01,부산광역시 기장군 장안읍 판곡길 15,관계없음,학력무관,주 6일 근무 (주 소정근로시간: 18시간) ,그 외 기타 비거주 복지 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002408210010&rtnTarget=list1,,,"<td> 1. 업 체 명 : 케어신재가노인복지센터<br/>2. 근무주소 : 기장군 장안읍 판곡길 (미성엔지니어링 근처)<br/>3. 모집직종 : 재가요양보호사 여 1명 (대상자 : 4등급 92세 여자 어르신 독거 )<br/> * 신체활동및 가사지원활동,일상업무대행 <br/>4. 우대사항 : 요양보호사 자격증(필수) , 자차(출퇴근용)<br/>5. 근무시간 : 주6일, 10:00~13:00<br/>6. 급여사항 : 시급 12,500원(수당포함)<br/>7. 복리후생 : 4대보험, 퇴직금<br/>8. 접수방법 : 전화 후 방문, 이메일 ( sis7242@naver.com ) 접수 - 이력서, 자격증 사본, 건강검진 결과지(1년이내)<br/>9. 문의 : 051-727-0542 / 010-8233-2187<br/> <br/>** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 ** </td>",,관계없음 ,,2
49,워크넷,가람재가노인복지센터,재가요양보호사 모집 (정관),,"시급 9,860원 ~ 9,860원",2024-08-21,9999-01-01,"부산광역시 기장군 정관읍 모전로 41, . (정관신도시 엘에이치 7단지 아파트)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002408210009&rtnTarget=list2,,,"<td> ㅁ 업 체 명 : 가람재가노인복지센터 <br/>ㅁ 근무주소 : 정관읍 LH7단지<br/>ㅁ 모집직종 : 재가요양보호사 1명 ( 대상자: 4등급, 87세, 독거 할머니)<br/>ㅁ 우대사항 : 요양보호사자격증(필수), 차량소지자(우대)<br/>ㅁ 근무시간 : 주 5일, 09:00~12:00<br/>ㅁ 급여사항 : 시급 12,500원 (수당포함) <br/>ㅁ 복리후생 : 4대보험, 퇴직연금<br/>ㅁ 접수방법 : 통화 후 접수 문의 - 요양보호사 자격증 <br/> (담당자: 010-2555-1771 )<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음. </td>",,요양보호사(필수),,2
50,워크넷,사단법인 부산광역시중구장애인협회,장애인활동지원사 모십니다,,"시급 9,860원 ~ 12,800원",2024-08-21,9999-01-01,"부산광역시 강서구 화전산단4로 74 (화전동, 우방아이유쉘)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 20시간) ,그 외 기타 비거주 복지 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBP002408210003&rtnTarget=list3,,,"<td> ● 지적장애중증 / 남자(98년생) / 바우처 120시간 정도 <br/>● 왜소증으로 8살 체격 / 언어장애로 몸짓으로 의사표현, 스스로 보행 가능, 대변 뒤처리,샤워 등 지원<br/>● 주5 일(월~금) / 오후 4시~8시(보모님 퇴근 시 까지)<br/>저녁식사, 놀이 , 낱말카등 보기 등 지원 <br/>● 시급 12,800원 (9860원+제수당)<br/>☎ 051-462-4125 / 팩스 :051-468-8920 </td>",,관계없음 ,,7
51,워크넷,진솔재가센터,재가요양보호사 선생님을 모집,,"시급 12,500원 ~ 12,500원",2024-08-21,9999-01-01,부산광역시 해운대구 윗반송로31번길 3 (반송동),관계없음,학력무관,주 6일 근무 ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBQ002408210006&rtnTarget=list4,,,"<td> [윗반송] 요양보호사 모집- 지하철 윗반송역 근처.- 3등급 남 자 어르신/독거- 09:00~12:00/주6일- 시급9,860원 / 주휴,연차수당 별도- 통화 후 방문(진솔재가센터 051-521-5206 /010-2555-5206)※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음. </td>",,요양보호사(필수),,12
52,워크넷,정향행복한마을,시설 요양보호사 모집,,월급 210만원 ~ 210만원,2024-08-21,2024-10-20,"부산광역시 사상구 백양대로 687-23, 정향행복한마을 (덕포동)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 40시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002408210004&rtnTarget=list5,,,<td> *센터 내 대상자 어르신 케어<br/> - 4교대 근무(07:00~16:00 / 09:00~18:00 / 12:00~21:00 /21:00~익일09:00)<br/> - 근무표에 따라 휴무<br/> - 임금: 월급 210만원 이상<br/> - 이력서 사진부착(필수)<br/> - 요양보호사 자격증소지자<br/><br/>** 가급적 방문접수를 자제하여 주시고<br/>팩스 051-303-1250 / 이메일 jhhappy1001@naver.com 접수 <br/><br/>※ 서류 접수 후 합격자에 한해 별도 전화 연락 드립니다. <br/><br/><br/> </td>,,요양보호사(필수),,4
53,워크넷,에이플러스(A+)예원통합복지센터,재가요양보호사 모집(정관),,"시급 9,860원 ~ 9,860원",2024-08-21,9999-01-01,"부산광역시 기장군 정관읍 산단2로 60, . (정관신도시 엘에이치 5단지)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002408210008&rtnTarget=list6,,,"<td> ■ A+예원통합복지센터<br/>ㅁ 업 체 명 : A+예원통합복지센터<br/>ㅁ 근무주소 : 정관읍 LH5단지<br/>ㅁ 모집직종 : 재가 요양보호사 1명 (대상자 : 4등급, 80대 여자어르신/ 아들거주, 케어시간 부재)<br/> * 가사 및 일상생활지원, 정서지원<br/>ㅁ 우대사항 : 요양보호사 자격(필수)<br/>ㅁ 근무시간 : 주 5~6일 , 12:30~15:30<br/>ㅁ 급여사항 : 시급 12,600원(수당포함)<br/>ㅁ 복리후생 : 4대 보험, 퇴직금<br/>ㅁ 접수방법 : 전화 후 방문 - 이력서<br/>-- 연락처 : 051-723-0209 / 010-8522-8570 / </td>",,요양보호사(필수),,2
54,워크넷,요양365재가복지센터,재가요양보호사 채용,,"시급 9,860원 이상",2024-08-21,9999-01-01,"부산광역시 해운대구 해운대해변로 295, , (중동, 대림비치아파트)",관계없음,학력무관,주 2일 근무 (주 소정근로시간: 6시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002408210003&rtnTarget=list7,,,"<td> [해운대구 중동] 재가요양보호사 채용<br/><br/>- 4등급 여자어르신 (70대 중반, 독거)<br/>- 주2일, 08:30~11:30 (3시간), 월,목<br/>- 급여 : 시급 9,860원 (주휴수당 1,972원, 연차수당 668원, 보전수당 700원 추가 지급)<br/>- 근무지 : 해운대구 해운대해변로 295 (중동, 대림비치아파트)<br/>- 필수자격 : 요양보호사 자격증, 1년 이내 건강검진<br/>- 어르신의 일상생활 도움, 반찬, 청소 등 (일 많지 않음)<br/><br/>- 문의 010-9894-4414 (요양365 재가복지센터장) </td>",,요양보호사1급(필수),,12
55,워크넷,주식회사베스트스탭,(농심호텔) 기물 세척 직원 모집,,"시급 95,000원 ~ 95,000원",2024-08-21,9999-01-01,"부산광역시 동래구 금강공원로20번길 23, 농심호텔 (온천동)",관계없음,학력무관,주 5일 근무 ,건축물 일반 청소업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10922408210001&rtnTarget=list8,,,"<td> (농심호텔) 기물 세척 직원 모집<br/>- 근무시간 : 근무 시간 및 근무 일정은 스케줄에 따라 유동적으로 운영됨.<br/> (08:00 - 17:00 , 13:00-22:00 등 예약 상황에 따라 변동)<br/>- 일급 : 97,000원<br/>- 평일 및 주말 근무 가능자<br/>- 채용담당자 ; 010-2518-4898 </td>",,관계없음 ,,3
56,워크넷,로뎀나무아래요양보호사파견센터,요양보호사급구,,"시급 9,860원 이상",2024-08-21,9999-01-01,"부산광역시 영도구 영선동4가 남항새싹길 79 (영선동4가, 영도대원아파트)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,그 외 기타 비거주 복지 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10112408210002&rtnTarget=list9,,,"<td> 09:00~12:00 (주5일)<br/>5등급 할머니 인지 일상생활 지원(독거)<br/><br/>12,400원(제세수당 포함) </td>",,요양보호사1급(필수),,17
57,워크넷,해피재가복지센터,재가요양보호사 모집,,"시급 9,860원 ~ 9,860원",2024-08-21,9999-01-01,"부산광역시 사하구 다대낙조2길 50, .. (다대동, 도시몰운대임대아파트)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002408210001&rtnTarget=list10,051-220-5696,,"<td> [다대5지구] 재가요양보호사 모집<br/>- 4등급, 남자 어르신 84세 (차 있으시분 우대)<br/>- 가사 지원 및 일상생활 지원<br/>- 주5일 9-12시(월20일근무)<br/>- 재수당포함 12400원<br/><br/>*사하구청 일자리센터 채용대행 건입니다. 전화☎051-220-5696 문의 후 지원바랍니다.<br/><br/>*동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)등에 차이가 있을 수 있습니다. </td>",,요양보호사(필수),,10
58,워크넷,소나무재가노인복지센터,재가요양보호사 모집 **치매교육이수 필수**,,"시급 9,860원 ~ 13,000원",2024-08-21,9999-01-01,"부산광역시 동래구 시실로 49, 동래중학교 인근 (명륜동, 명륜2차아이파크)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 18시간) ,사회복지 상담서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002408210002&rtnTarget=list1,,,"<td> [명륜동] 재가요양보호사 모집 **치매교육이수 필수**<br/><br/>- 동래구 시실로 49/명륜2차 아이파크아파트<br/>- 5등급 80세 여자어르신/ 독거/보행기 도움으로 보행가능<br/>- 주6일/ 11:00~16:00_3시간 센터급여, 2시간 비급여(대상자급여)<br/>- 가사지원(청소, 빨래, 요리, 복약도움, 식사준비), 일상생활지원(산책보조, 재활/운동), 말벗<br/> **식사위주 지원 희망**<br/> **차분한 선생님 희망합니다.**<br/>- 시급 : 9,860원(수당포함 시 약 13,000원)<br/><br/>※ 문의 : 소나무재가노인복지센터 010-5577-3480/ 010-4648-3480 ※<br/><br/>※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.<br/> </td>",,요양보호사1급(필수) 기타 : 치매교육이수 필수,,3
59,워크넷,수호천사재가복지센터,"방문목욕 운전가능한 요양보호사1명, 목욕보조 요양보호사1명",,"시급 16,000원 ~ 18,000원",2024-08-21,2024-09-20,부산광역시 동구 범일로102번길 18 (범일동),관계없음,학력무관,주 5일 근무 (주 소정근로시간: 30시간) ,기타 사회서비스 관리 행정,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11712408210001&rtnTarget=list2,,,"<td> -방문목욕 차량을 운영 ,수급자댁을 원만하게 잘 찾아갈수 있어야함(남자 지원가능)<br/>-운전 위주로 해주실 분을 구함(경력자18,000원 신입16,000원)<br/>-방문 목욕 차량을 타고 수급자 어르신 목욕 </td>",,요양보호사(필수),,14
60,워크넷,(주)디이씨오,아파트 청소원 모집,,"시급 9,860원 ~ 9,860원",2024-08-21,9999-01-01,"부산광역시 연제구 토곡남로 11, .. (연산동, 연산부전타워)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 23시간) ,사업시설 유지․관리 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002408210002&rtnTarget=list3,051-310-4226,,"<td> ===============<br/>**사상구청 채용대행**<br/>===============<br/><br/>* 연산동 부전타워 아파트 청소원 채용 *<br/> - 근무시간 : 월,화,목,금: 09:00~15:00/ 수요일 : 09:00~12:00 / 주5일<br/> - 임금 : 1,182,510원<br/><br/>- 담당자와 통화 후 면접시간, 장소 안내 받으시길 바랍니다.<br/><br/>- 채용담당자: 051-310-4226 </td>",,관계없음 ,,11
61,워크넷,섬기는재활복지센터,주간보호센터 시설요양보호사 모집,,월급 206만원 이상,2024-08-21,9999-01-01,"부산광역시 남구 못골번영로 71, 2,3층 (대연동)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 40시간) ,개인 간병 및 유사 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408210001&rtnTarget=list4,,,"<td> * 주간보호센터 내 요양보호사 업무 및 송영 업무<br/>* 송영 업무 있으므로 운전 가능자(필수)<br/>* 주5일, 08:30~17:30<br/> - 토요일 근무시 평일 대체 휴무<br/><br/>* 채용담당자: 010-3414-6270 </td>",,"요양보호사(필수) , 자동차운전면허2종보통(필수)",,8
62,워크넷,(주)비앤에이서비스,광안쌍용예가디오션 아파트 미화원 모집,,월급 154만원 ~ 154만원,2024-08-21,9999-01-01,"부산광역시 수영구 광안로 20 (광안동, 부산 광안동 쌍용 예가 디 오션)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 30시간) ,경비 및 경호 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBM002408210001&rtnTarget=list5,,,"<td> [광안동] 광안쌍용예가디오션 아파트 미화원 모집<br/>- 아파트 EV, 현관, 복도, 계단 등<br/>- 근무시간: 월~금 9:00-15:30(휴게12시~13시), 토 9:00-12:00 / 소정근로시간30.5시간<br/>- 급여: 1,542,390<br/><br/> </td>",,관계없음 ,,5
63,워크넷,남부공영 (주),일광 동부산쏠마레아파트 미화원 모집,,월급 128만원 이상,2024-08-20,2024-10-19,"부산광역시 기장군 일광읍 이천11길 23, . (동부산쏠마레아파트)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 25시간) ,주거용 부동산 관리업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002408200010&rtnTarget=list6,,,"<td> 1. 업 체 명 :남부공영(주)<br/>2. 근무주소 : 일광동부산쏠마레아파트<br/>3. 모집직종 : 미화원 1명<br/>4. 근무시간 : 주 5일 09:00~15:00<br/>5. 급여사항 : 월 1,285,350원<br/>6. 복리후생 : 4대보험, 퇴직금<br/>7. 접수방법 : 방문, 팩스- 이력서 접수<br/>- 문의 : 051-721-5592 팩스 : 051-721-5593<br/> </td>",,관계없음 ,,2
64,워크넷,주식회사지팜,강서구청인근 과일가공 단순업무자 채용,,"시급 9,860원 이상",2024-08-20,9999-01-01,"부산광역시 강서구 대저중앙로348번길 31, 0 (대저1동)",관계없음,학력무관,주 5일 근무 ,과실 및 그 외 채소 절임식품 제조업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBI002408200006&rtnTarget=list7,051-309-5227,,"<td> [부산북구청 채용대행] 강서구청인근 과일가공 단순업무자 채용<br/><br/>*파인애플.메론 가공업무자 (건강하신분 / 남성가능)<br/>(작업은 쉽게 배울 수 있는 일입니다)<br/>*주5일 8시~15시(연장근무 있음,일이많을시)/근무일 협의가능<br/>*주말근무 가능자(목,금 휴무일)<br/><br/>지원의사가 있으시면 워크넷입사지원또는 051-309-5227번으로 문의바랍니다 </td>",,관계없음 ,,7
65,워크넷,주식회사구포재활주간보호센터,4등급 여자 어르신 요양보호사 모십니다.,,"시급 9,860원 ~ 9,860원",2024-08-20,9999-01-01,"부산광역시 북구 만덕대로155번길 86-9 (덕천동, 덕천2지구도개공아파트)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0052408200006&rtnTarget=list8,,,"<td> -*가사활동 및 신체활동 지원<br/>-*주5일 8시30분~11시30분 (3시간)<br/>-*시급 12,500원 (* 제수당 포함)<br/>-요양보호사 자격증 필수 </td>",,요양보호사(필수),,15
